TxId;date;count_event;LocationID;city;region;country;OrderValue
00000124;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;34,37
00000125;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;23,47
00000126;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;12,84
00000127;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;64,59
00000128;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;0,88
00000129;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;8,83
00000130;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;40,87
00000131;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;31,69
00000132;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;67,48
00000133;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;73,75
00000134;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;35,76
00000135;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;96,47
00000136;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;38,87
00000137;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;83,37
00000138;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;59,02
00000139;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;73,17
00000140;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;16,54
00000141;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;8,75
00000142;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;42,52
00000143;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;74,79
00000144;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;74,29
00000145;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;72,74
00000146;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;22,51
00000147;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;78,89
00000148;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;62,84
00000149;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;39,11
00000150;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;98,45
00000151;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;77,87
00000152;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;49,33
00000153;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;1,09
00000154;01.07.2021;Baden|Aargau|Switzerland;6;Baden;Aargau;Switzerland;3,22
00000155;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;89,76
00000156;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;75,61
00000157;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;93,67
00000158;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;40,3
00000159;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;67,18
00000160;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;0,19
00000161;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;7,67
00000162;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;8,35
00000163;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;35,62
00000164;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;49
00000165;01.07.2021;Sivakasi|Tamil Nadu|India;7;Sivakasi;Tamil Nadu;India;90,81
00000166;01.07.2021;Sivakasi|Tamil Nadu|India;7;Sivakasi;Tamil Nadu;India;53,53
00000167;01.07.2021;Sivakasi|Tamil Nadu|India;7;Sivakasi;Tamil Nadu;India;12,71
00000168;01.07.2021;Sivakasi|Tamil Nadu|India;7;Sivakasi;Tamil Nadu;India;19,95
00000169;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;3,12
00000170;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;93,11
00000171;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;60,59
00000172;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;43,69
00000173;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;5,57
00000174;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;23,71
00000175;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;62,64
00000176;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;62,08
00000177;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;27,84
00000178;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;10,18
00000179;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;53,85
00000180;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;87,91
00000181;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;18,47
00000182;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;69,61
00000183;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;11,07
00000184;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;18,68
00000185;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;2,6
00000186;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;47,92
00000187;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;77,1
00000188;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;92,34
00000189;01.07.2021;Heilbronn|Baden-Wurttemberg|Germany;9;Heilbronn;Baden-Wurttemberg;Germany;31,44
00000190;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;87,15
00000191;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;22,15
00000192;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;18,87
00000193;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;39,51
00000194;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;63,24
00000195;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;86,98
00000196;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;28,77
00000197;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;90,76
00000198;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;89,58
00000199;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;88,71
00000200;01.07.2021;Schwabisch Gmund|Baden-Wurttemberg|Germany;10;Schwabisch Gmund;Baden-Wurttemberg;Germany;31,89
00000201;01.07.2021;Schwabisch Gmund|Baden-Wurttemberg|Germany;10;Schwabisch Gmund;Baden-Wurttemberg;Germany;39,23
00000202;01.07.2021;Schwabisch Gmund|Baden-Wurttemberg|Germany;10;Schwabisch Gmund;Baden-Wurttemberg;Germany;93,66
00000203;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;68,82
00000204;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;69,8
00000205;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;45,51
00000206;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;47,41
00000207;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;54,02
00000208;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;27,18
00000209;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;67,12
00000210;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;61,3
00000211;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;95,72
00000212;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;48,01
00000213;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;9,46
00000214;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;6,32
00000215;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;45,48
00000216;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;63,29
00000217;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;60,82
00000218;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;33,25
00000219;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;43
00000220;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;39,3
00000221;01.07.2021;Weinfelden|Thurgau|Switzerland;12;Weinfelden;Thurgau;Switzerland;30,55
00000222;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;51,09
00000223;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;77,53
00000224;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;93,66
00000225;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;95,72
00000226;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;33,14
00000227;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;20,71
00000228;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;10,52
00000229;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;82,14
00000230;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;69,97
00000231;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;25,11
00000232;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;73,48
00000233;01.07.2021;Zuchwil|Solothurn|Switzerland;13;Zuchwil;Solothurn;Switzerland;54,28
00000234;01.07.2021;Stuttgart|Baden-Wurttemberg|Germany;14;Stuttgart;Baden-Wurttemberg;Germany;61,44
00000235;01.07.2021;Stuttgart|Baden-Wurttemberg|Germany;14;Stuttgart;Baden-Wurttemberg;Germany;34,16
00000236;01.07.2021;Stuttgart|Baden-Wurttemberg|Germany;14;Stuttgart;Baden-Wurttemberg;Germany;58,48
00000237;01.07.2021;Stuttgart|Baden-Wurttemberg|Germany;14;Stuttgart;Baden-Wurttemberg;Germany;14,67
00000238;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;81,9
00000239;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;9,03
00000240;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;22,01
00000241;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;67,38
00000242;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;71,01
00000243;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;73,93
00000244;01.07.2021;Essen|North Rhine-Westphalia|Germany;15;Essen;North Rhine-Westphalia;Germany;76,69
00000245;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;56,13
00000246;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;24,24
00000247;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;87,47
00000248;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;89,22
00000249;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;85,78
00000250;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;8,23
00000251;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;10
00000252;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;36,92
00000253;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;82,12
00000254;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;4,65
00000255;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;75,69
00000256;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;2,94
00000257;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;41,09
00000258;01.07.2021;Muhlhausen|Thuringia|Germany;3;Muhlhausen;Thuringia;Germany;35,18
00000259;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;80,91
00000260;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;45
00000261;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;3,11
00000262;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;91,32
00000263;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;76,58
00000264;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;27,42
00000265;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;14,12
00000266;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;50,43
00000267;01.07.2021;Horstel|North Rhine-Westphalia|Germany;18;Horstel;North Rhine-Westphalia;Germany;52,13
00000268;01.07.2021;Horstel|North Rhine-Westphalia|Germany;18;Horstel;North Rhine-Westphalia;Germany;76
00000269;01.07.2021;Horstel|North Rhine-Westphalia|Germany;18;Horstel;North Rhine-Westphalia;Germany;50,27
00000270;01.07.2021;Horstel|North Rhine-Westphalia|Germany;18;Horstel;North Rhine-Westphalia;Germany;83,65
00000271;01.07.2021;Horstel|North Rhine-Westphalia|Germany;18;Horstel;North Rhine-Westphalia;Germany;45,68
00000272;01.07.2021;Liestal|Basel-Landschaft|Switzerland;19;Liestal;Basel-Landschaft;Switzerland;66,52
00000273;01.07.2021;Liestal|Basel-Landschaft|Switzerland;19;Liestal;Basel-Landschaft;Switzerland;3,58
00000274;01.07.2021;Liestal|Basel-Landschaft|Switzerland;19;Liestal;Basel-Landschaft;Switzerland;55,52
00000275;01.07.2021;Liestal|Basel-Landschaft|Switzerland;19;Liestal;Basel-Landschaft;Switzerland;45,31
00000276;01.07.2021;Liestal|Basel-Landschaft|Switzerland;19;Liestal;Basel-Landschaft;Switzerland;97,42
00000277;01.07.2021;Ashburn|Virginia|United States;20;Ashburn;Virginia;United States;64,72
00000278;01.07.2021;Ashburn|Virginia|United States;20;Ashburn;Virginia;United States;45,67
00000279;01.07.2021;Ashburn|Virginia|United States;20;Ashburn;Virginia;United States;26,29
00000280;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;19,27
00000281;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;97,31
00000282;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;70,21
00000283;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;46,42
00000284;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;77,97
00000285;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;0,1
00000286;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;47,31
00000287;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;98,57
00000288;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;4,13
00000289;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;30,66
00000290;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;85,11
00000291;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;47,97
00000292;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;12,42
00000293;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;60,63
00000294;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;8,39
00000295;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;5,55
00000296;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;23,64
00000297;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;11,82
00000298;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;3,87
00000299;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;50,68
00000300;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;81,78
00000301;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;56,77
00000302;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;4,93
00000303;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;51,02
00000304;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;72,89
00000305;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;84,31
00000306;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;40,68
00000307;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;44,48
00000308;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;27,48
00000309;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;66,97
00000310;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;83,37
00000311;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;4,14
00000312;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;38,23
00000313;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;73,98
00000314;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;65,58
00000315;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;63,95
00000316;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;49,8
00000317;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;39,86
00000318;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;30,3
00000319;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;40,39
00000320;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;42,22
00000321;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;67,89
00000322;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;55,42
00000323;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;36,12
00000324;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;28,17
00000325;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;68,21
00000326;01.07.2021;Berlin|Berlin|Germany;8;Berlin;Berlin;Germany;41,94
00000327;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;14,97
00000328;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;59,42
00000329;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;61,81
00000330;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;68,22
00000331;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;13,94
00000332;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;49,94
00000333;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;70,82
00000334;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;17,34
00000335;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;69,29
00000336;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;24,39
00000337;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;23,56
00000338;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;69,6
00000339;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;84,48
00000340;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;5,29
00000341;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;74,57
00000342;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;15,02
00000343;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;3,13
00000344;01.07.2021;Munich|Bavaria|Germany;5;Munich;Bavaria;Germany;13,25
00000345;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;92,19
00000346;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;34,89
00000347;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;39,26
00000348;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;21,03
00000349;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;86,56
00000350;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;10,67
00000351;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;27,14
00000352;01.07.2021;Rapperswil-Jona|St. Gallen|Switzerland;21;Rapperswil-Jona;St. Gallen;Switzerland;26,38
00000353;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;33,93
00000354;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;91,77
00000355;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;35
00000356;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;55,71
00000357;01.07.2021;Konstanz|Baden-Wurttemberg|Germany;16;Konstanz;Baden-Wurttemberg;Germany;78,84
00000358;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;25,43
00000359;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;96,41
00000360;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;31,3
00000361;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;16,5
00000362;01.07.2021;Zurich|Zurich|Switzerland;11;Zurich;Zurich;Switzerland;81,37
00000363;01.07.2021;Muri bei Bern|Canton of Bern|Switzerland;22;Muri bei Bern;Canton of Bern;Switzerland;89,88
00000364;01.07.2021;Muri bei Bern|Canton of Bern|Switzerland;22;Muri bei Bern;Canton of Bern;Switzerland;46,61
00000365;01.07.2021;Muri bei Bern|Canton of Bern|Switzerland;22;Muri bei Bern;Canton of Bern;Switzerland;78,24
00000366;01.07.2021;Muri bei Bern|Canton of Bern|Switzerland;22;Muri bei Bern;Canton of Bern;Switzerland;8,88
00000367;01.07.2021;Muri bei Bern|Canton of Bern|Switzerland;22;Muri bei Bern;Canton of Bern;Switzerland;26,52
00000368;01.07.2021;Frankfurt|Hessen|Germany;17;Frankfurt;Hessen;Germany;24,16
